Bank,Currency,Snapshot_Timestamp,Snapshot_Date,Date,Rate_Date,Published_At,TT_Buy,Source_URL,Raw_Data_Row
Bandhan Bank,EUR,live-20260803063956,2026-08-03,2026-08-03,2026-08-03,09:15 IST,108.56,https://bandhan.bank.in/rates-charges,"['EUR', '108.56', '110.84', '108.29', '111.11']"
Bandhan Bank,GBP,live-20260803063956,2026-08-03,2026-08-03,2026-08-03,09:15 IST,126.92,https://bandhan.bank.in/rates-charges,"['GBP', '126.92', '129.38', '126.64', '129.66']"
Bandhan Bank,AED,live-20260803063956,2026-08-03,2026-08-03,2026-08-03,09:15 IST,25.31,https://bandhan.bank.in/rates-charges,"['AED', '25.31', '26.51', '25.11', '26.71']"
Bandhan Bank,USD,live-20260803063956,2026-08-03,2026-08-03,2026-08-03,09:15 IST,94.51,https://bandhan.bank.in/rates-charges,"['USD', '94.51', '95.82', '94.31', '96.02']"
Bandhan Bank,AED,live-20260804062025,2026-08-04,2026-08-04,2026-08-04,09:15 IST,25.36,https://bandhan.bank.in/rates-charges,"['AED', '25.36', '26.56', '25.16', '26.76']"
Bandhan Bank,USD,live-20260804062025,2026-08-04,2026-08-04,2026-08-04,09:15 IST,94.68,https://bandhan.bank.in/rates-charges,"['USD', '94.68', '95.98', '94.48', '96.18']"
Bandhan Bank,EUR,live-20260804062025,2026-08-04,2026-08-04,2026-08-04,09:15 IST,108.57,https://bandhan.bank.in/rates-charges,"['EUR', '108.57', '110.85', '108.30', '111.12']"
Bandhan Bank,GBP,live-20260804062025,2026-08-04,2026-08-04,2026-08-04,09:15 IST,126.73,https://bandhan.bank.in/rates-charges,"['GBP', '126.73', '129.25', '126.45', '129.53']"
Bandhan Bank,AED,live-20260805062050,2026-08-05,2026-08-05,2026-08-05,09:15 IST,25.26,https://bandhan.bank.in/rates-charges,"['AED', '25.26', '26.46', '25.06', '26.66']"
Bandhan Bank,USD,live-20260805062050,2026-08-05,2026-08-05,2026-08-05,09:15 IST,94.32,https://bandhan.bank.in/rates-charges,"['USD', '94.32', '95.63', '94.12', '95.83']"
Bandhan Bank,EUR,live-20260805062050,2026-08-05,2026-08-05,2026-08-05,09:15 IST,108.42,https://bandhan.bank.in/rates-charges,"['EUR', '108.42', '110.71', '108.15', '110.98']"
Bandhan Bank,GBP,live-20260805062050,2026-08-05,2026-08-05,2026-08-05,09:15 IST,126.55,https://bandhan.bank.in/rates-charges,"['GBP', '126.55', '129.03', '126.27', '129.31']"
Bandhan Bank,USD,live-20260806062314,2026-08-06,2026-08-06,2026-08-06,09:15 IST,94.49,https://bandhan.bank.in/rates-charges,"['USD', '94.49', '95.80', '94.29', '96.00']"
Bandhan Bank,EUR,live-20260806062314,2026-08-06,2026-08-06,2026-08-06,09:15 IST,108.73,https://bandhan.bank.in/rates-charges,"['EUR', '108.73', '111.02', '108.46', '111.29']"
Bandhan Bank,GBP,live-20260806062314,2026-08-06,2026-08-06,2026-08-06,09:15 IST,126.82,https://bandhan.bank.in/rates-charges,"['GBP', '126.82', '129.30', '126.54', '129.58']"
Bandhan Bank,AED,live-20260806062314,2026-08-06,2026-08-06,2026-08-06,09:15 IST,25.30,https://bandhan.bank.in/rates-charges,"['AED', '25.30', '26.51', '25.10', '26.71']"
Bandhan Bank,GBP,live-20260807060234,2026-08-07,2026-08-07,2026-08-07,09:15 IST,126.92,https://bandhan.bank.in/rates-charges,"['GBP', '126.92', '129.39', '126.64', '129.67']"
Bandhan Bank,USD,live-20260807060234,2026-08-07,2026-08-07,2026-08-07,09:15 IST,94.62,https://bandhan.bank.in/rates-charges,"['USD', '94.62', '95.93', '94.42', '96.13']"
Bandhan Bank,EUR,live-20260807060234,2026-08-07,2026-08-07,2026-08-07,09:15 IST,108.63,https://bandhan.bank.in/rates-charges,"['EUR', '108.63', '110.92', '108.36', '111.19']"
Bandhan Bank,AED,live-20260807060234,2026-08-07,2026-08-07,2026-08-07,09:15 IST,25.34,https://bandhan.bank.in/rates-charges,"['AED', '25.34', '26.54', '25.14', '26.74']"
